,Open,High,Low,Close
231,6593.0,6593.0,6593.0,6593.0
232,6593.0,6593.0,6593.0,6593.0
233,6593.0,6593.0,6593.0,6593.0
234,6593.0,6593.0,6593.0,6593.0
235,6593.5,6593.5,6593.5,6593.5
236,6593.5,6593.5,6593.5,6593.5
237,6593.0,6593.0,6593.0,6593.0
238,6593.0,6593.0,6593.0,6593.0
239,6593.0,6593.0,6593.0,6593.0
240,6593.5,6593.5,6593.5,6593.5
241,6593.5,6593.5,6593.5,6593.5
242,6593.0,6593.0,6593.0,6593.0
243,6593.5,6593.5,6593.5,6593.5
244,6593.0,6593.0,6593.0,6593.0
245,6593.0,6593.0,6593.0,6593.0
246,6593.0,6593.0,6593.0,6593.0
247,6593.0,6593.0,6593.0,6593.0
248,6593.5,6593.5,6593.5,6593.5
249,6593.5,6593.5,6593.5,6593.5
250,6593.5,6593.5,6593.5,6593.5
251,6593.5,6593.5,6593.5,6593.5
252,6593.0,6593.0,6593.0,6593.0
253,6593.0,6593.0,6593.0,6593.0
254,6593.0,6593.0,6593.0,6593.0
255,6593.0,6593.0,6593.0,6593.0
256,6592.5,6592.5,6592.5,6592.5
257,6591.0,6591.0,6591.0,6591.0
258,6590.5,6590.5,6590.5,6590.5
259,6590.5,6590.5,6590.5,6590.5
260,6590.5,6590.5,6590.5,6590.5
261,6590.5,6590.5,6590.5,6590.5
262,6590.5,6590.5,6590.5,6590.5
263,6590.5,6590.5,6590.5,6590.5
264,6590.5,6590.5,6590.5,6590.5
265,6590.5,6590.5,6590.5,6590.5
266,6591.0,6591.0,6591.0,6591.0
267,6590.5,6590.5,6590.5,6590.5
268,6590.5,6590.5,6590.5,6590.5
269,6590.5,6590.5,6590.5,6590.5
270,6590.5,6590.5,6590.5,6590.5
271,6590.5,6590.5,6590.5,6590.5
272,6590.5,6590.5,6590.5,6590.5
273,6590.5,6590.5,6590.5,6590.5
274,6590.5,6590.5,6590.5,6590.5
275,6590.5,6590.5,6590.5,6590.5
276,6590.5,6590.5,6590.5,6590.5
277,6590.5,6590.5,6590.5,6590.5
278,6590.5,6590.5,6590.5,6590.5
279,6590.5,6590.5,6590.5,6590.5
280,6590.5,6590.5,6590.5,6590.5
281,6590.5,6590.5,6590.5,6590.5
282,6590.5,6590.5,6590.5,6590.5
283,6590.5,6590.5,6590.5,6590.5
284,6590.5,6590.5,6590.5,6590.5
285,6590.5,6590.5,6590.5,6590.5
286,6590.5,6590.5,6590.5,6590.5
287,6590.5,6590.5,6590.5,6590.5
288,6590.5,6590.5,6590.5,6590.5
289,6590.5,6590.5,6590.5,6590.5
290,6590.5,6590.5,6590.5,6590.5
291,6590.5,6590.5,6590.5,6590.5
292,6590.5,6590.5,6590.5,6590.5
293,6590.5,6590.5,6590.5,6590.5
294,6590.5,6590.5,6590.5,6590.5
295,6590.5,6590.5,6590.5,6590.5
296,6590.5,6590.5,6590.5,6590.5
297,6590.5,6590.5,6590.5,6590.5
298,6591.0,6591.0,6591.0,6591.0
299,6591.0,6591.0,6591.0,6591.0
300,6590.5,6590.5,6590.5,6590.5
301,6591.0,6591.0,6591.0,6591.0
302,6590.5,6590.5,6590.5,6590.5
303,6590.5,6590.5,6590.5,6590.5
304,6590.5,6590.5,6590.5,6590.5
305,6590.5,6590.5,6590.5,6590.5
306,6590.5,6590.5,6590.5,6590.5
307,6590.5,6590.5,6590.5,6590.5
308,6591.0,6591.0,6591.0,6591.0
309,6591.0,6591.0,6591.0,6591.0
310,6591.0,6591.0,6591.0,6591.0
311,6591.0,6591.0,6591.0,6591.0
312,6591.0,6591.0,6591.0,6591.0
313,6590.5,6590.5,6590.5,6590.5
314,6590.5,6590.5,6590.5,6590.5
315,6591.0,6591.0,6591.0,6591.0
316,6591.0,6591.0,6591.0,6591.0
317,6591.0,6591.0,6591.0,6591.0
318,6590.5,6590.5,6590.5,6590.5
319,6590.5,6590.5,6590.5,6590.5
320,6591.0,6591.0,6591.0,6591.0
321,6590.5,6590.5,6590.5,6590.5
322,6591.0,6591.0,6591.0,6591.0
323,6591.0,6591.0,6591.0,6591.0
324,6590.5,6590.5,6590.5,6590.5
325,6590.5,6590.5,6590.5,6590.5
326,6590.5,6590.5,6590.5,6590.5
327,6590.5,6590.5,6590.5,6590.5
328,6590.5,6590.5,6590.5,6590.5
329,6590.5,6590.5,6590.5,6590.5
330,6590.0,6590.0,6590.0,6590.0
331,6590.5,6590.5,6590.5,6590.5
332,6590.0,6590.0,6590.0,6590.0
333,6590.0,6590.0,6590.0,6590.0
334,6590.0,6590.0,6590.0,6590.0
335,6590.0,6590.0,6590.0,6590.0
336,6589.5,6589.5,6589.5,6589.5
337,6589.5,6589.5,6589.5,6589.5
338,6590.0,6590.0,6590.0,6590.0
339,6589.5,6589.5,6589.5,6589.5
340,6590.0,6590.0,6590.0,6590.0
341,6590.0,6590.0,6590.0,6590.0
342,6589.5,6589.5,6589.5,6589.5
343,6590.0,6590.0,6590.0,6590.0
344,6590.0,6590.0,6590.0,6590.0
345,6589.5,6589.5,6589.5,6589.5
346,6590.0,6590.0,6590.0,6590.0
347,6590.0,6590.0,6590.0,6590.0
348,6590.0,6590.0,6590.0,6590.0
349,6590.5,6590.5,6590.5,6590.5
350,6590.5,6590.5,6590.5,6590.5
351,6590.5,6590.5,6590.5,6590.5
352,6590.5,6590.5,6590.5,6590.5
353,6591.0,6591.0,6591.0,6591.0
354,6591.0,6591.0,6591.0,6591.0
355,6591.0,6591.0,6591.0,6591.0
356,6591.0,6591.0,6591.0,6591.0
357,6590.5,6590.5,6590.5,6590.5
358,6591.0,6591.0,6591.0,6591.0
359,6591.0,6591.0,6591.0,6591.0
360,6591.0,6591.0,6591.0,6591.0
361,6591.0,6591.0,6591.0,6591.0
362,6593.0,6593.0,6593.0,6593.0
363,6593.0,6593.0,6593.0,6593.0
364,6593.0,6593.0,6593.0,6593.0
365,6593.0,6593.0,6593.0,6593.0
366,6593.0,6593.0,6593.0,6593.0
367,6593.0,6593.0,6593.0,6593.0
368,6593.5,6593.5,6593.5,6593.5
369,6593.5,6593.5,6593.5,6593.5
370,6594.0,6594.0,6594.0,6594.0
371,6594.0,6594.0,6594.0,6594.0
372,6595.0,6595.0,6595.0,6595.0
373,6594.5,6594.5,6594.5,6594.5
374,6595.0,6595.0,6595.0,6595.0
375,6595.0,6595.0,6595.0,6595.0
376,6595.0,6595.0,6595.0,6595.0
377,6595.0,6595.0,6595.0,6595.0
378,6596.0,6596.0,6596.0,6596.0
379,6596.0,6596.0,6596.0,6596.0
380,6596.0,6596.0,6596.0,6596.0
381,6596.0,6596.0,6596.0,6596.0
382,6596.0,6596.0,6596.0,6596.0
383,6596.0,6596.0,6596.0,6596.0
384,6596.5,6596.5,6596.5,6596.5
385,6596.5,6596.5,6596.5,6596.5
386,6596.5,6596.5,6596.5,6596.5
387,6597.0,6597.0,6597.0,6597.0
388,6602.0,6602.0,6602.0,6602.0
389,6600.0,6600.0,6600.0,6600.0
390,6600.5,6600.5,6600.5,6600.5
391,6602.5,6602.5,6602.5,6602.5
392,6602.0,6602.0,6602.0,6602.0
393,6602.5,6602.5,6602.5,6602.5
394,6602.5,6602.5,6602.5,6602.5
395,6602.5,6602.5,6602.5,6602.5
396,6602.5,6602.5,6602.5,6602.5
397,6602.0,6602.0,6602.0,6602.0
398,6602.5,6602.5,6602.5,6602.5
399,6602.5,6602.5,6602.5,6602.5
400,6602.5,6602.5,6602.5,6602.5
401,6601.0,6601.0,6601.0,6601.0
402,6601.0,6601.0,6601.0,6601.0
403,6601.0,6601.0,6601.0,6601.0
404,6600.5,6600.5,6600.5,6600.5
405,6601.0,6601.0,6601.0,6601.0
406,6600.5,6600.5,6600.5,6600.5
407,6600.5,6600.5,6600.5,6600.5
408,6601.0,6601.0,6601.0,6601.0
409,6600.5,6600.5,6600.5,6600.5
410,6600.5,6600.5,6600.5,6600.5
411,6600.0,6600.0,6600.0,6600.0
412,6599.0,6599.0,6599.0,6599.0
413,6599.0,6599.0,6599.0,6599.0
414,6599.0,6599.0,6599.0,6599.0
415,6599.0,6599.0,6599.0,6599.0
416,6599.0,6599.0,6599.0,6599.0
417,6598.5,6598.5,6598.5,6598.5
418,6597.0,6597.0,6597.0,6597.0
419,6597.0,6597.0,6597.0,6597.0
420,6596.5,6596.5,6596.5,6596.5
421,6597.0,6597.0,6597.0,6597.0
422,6596.5,6596.5,6596.5,6596.5
423,6596.0,6596.0,6596.0,6596.0
424,6596.0,6596.0,6596.0,6596.0
425,6596.0,6596.0,6596.0,6596.0
426,6594.5,6594.5,6594.5,6594.5
427,6594.5,6594.5,6594.5,6594.5
428,6594.0,6594.0,6594.0,6594.0
429,6594.0,6594.0,6594.0,6594.0
430,6594.0,6594.0,6594.0,6594.0
431,6594.5,6594.5,6594.5,6594.5
432,6594.5,6594.5,6594.5,6594.5
433,6594.5,6594.5,6594.5,6594.5
434,6594.0,6594.0,6594.0,6594.0
435,6594.0,6594.0,6594.0,6594.0
436,6594.5,6594.5,6594.5,6594.5
437,6594.5,6594.5,6594.5,6594.5
438,6594.5,6594.5,6594.5,6594.5
439,6594.5,6594.5,6594.5,6594.5
440,6594.5,6594.5,6594.5,6594.5
441,6594.5,6594.5,6594.5,6594.5
442,6594.5,6594.5,6594.5,6594.5
443,6594.5,6594.5,6594.5,6594.5
444,6594.0,6594.0,6594.0,6594.0
445,6594.5,6594.5,6594.5,6594.5
446,6594.5,6594.5,6594.5,6594.5
447,6594.0,6594.0,6594.0,6594.0
448,6594.0,6594.0,6594.0,6594.0
449,6594.5,6594.5,6594.5,6594.5
450,6594.0,6594.0,6594.0,6594.0
451,6594.5,6594.5,6594.5,6594.5
452,6594.5,6594.5,6594.5,6594.5
453,6594.5,6594.5,6594.5,6594.5
454,6594.5,6594.5,6594.5,6594.5
455,6594.5,6594.5,6594.5,6594.5
456,6594.5,6594.5,6594.5,6594.5
457,6594.5,6594.5,6594.5,6594.5
458,6594.5,6594.5,6594.5,6594.5
459,6594.5,6594.5,6594.5,6594.5
460,6594.5,6594.5,6594.5,6594.5
461,6594.5,6594.5,6594.5,6594.5
462,6594.5,6594.5,6594.5,6594.5
463,6594.5,6594.5,6594.5,6594.5
464,6594.5,6594.5,6594.5,6594.5
465,6594.5,6594.5,6594.5,6594.5
466,6594.5,6594.5,6594.5,6594.5
467,6594.0,6594.0,6594.0,6594.0
468,6594.5,6594.5,6594.5,6594.5
469,6594.5,6594.5,6594.5,6594.5
470,6594.5,6594.5,6594.5,6594.5
471,6594.0,6594.0,6594.0,6594.0
472,6594.5,6594.5,6594.5,6594.5
473,6594.5,6594.5,6594.5,6594.5
474,6594.5,6594.5,6594.5,6594.5
475,6594.0,6594.0,6594.0,6594.0
476,6594.5,6594.5,6594.5,6594.5
477,6594.5,6594.5,6594.5,6594.5
478,6594.5,6594.5,6594.5,6594.5
479,6594.5,6594.5,6594.5,6594.5
480,6594.0,6594.0,6594.0,6594.0
481,6594.5,6594.5,6594.5,6594.5
482,6594.0,6594.0,6594.0,6594.0
483,6594.0,6594.0,6594.0,6594.0
484,6594.5,6594.5,6594.5,6594.5
485,6594.5,6594.5,6594.5,6594.5
486,6594.0,6594.0,6594.0,6594.0
487,6594.0,6594.0,6594.0,6594.0
488,6594.0,6594.0,6594.0,6594.0
489,6594.5,6594.5,6594.5,6594.5
490,6594.5,6594.5,6594.5,6594.5
491,6594.0,6594.0,6594.0,6594.0
492,6594.5,6594.5,6594.5,6594.5
493,6594.0,6594.0,6594.0,6594.0
494,6594.0,6594.0,6594.0,6594.0
495,6591.0,6591.0,6591.0,6591.0
496,6591.0,6591.0,6591.0,6591.0
497,6591.0,6591.0,6591.0,6591.0
498,6591.0,6591.0,6591.0,6591.0
499,6591.0,6591.0,6591.0,6591.0
500,6591.0,6591.0,6591.0,6591.0
501,6590.5,6590.5,6590.5,6590.5
502,6590.5,6590.5,6590.5,6590.5
503,6589.0,6589.0,6589.0,6589.0
504,6589.0,6589.0,6589.0,6589.0
505,6589.0,6589.0,6589.0,6589.0
506,6589.0,6589.0,6589.0,6589.0
507,6589.0,6589.0,6589.0,6589.0
508,6589.0,6589.0,6589.0,6589.0
509,6589.5,6589.5,6589.5,6589.5
510,6589.0,6589.0,6589.0,6589.0
511,6589.0,6589.0,6589.0,6589.0
512,6589.0,6589.0,6589.0,6589.0
513,6588.5,6588.5,6588.5,6588.5
514,6588.5,6588.5,6588.5,6588.5
515,6588.5,6588.5,6588.5,6588.5
516,6588.5,6588.5,6588.5,6588.5
517,6589.0,6589.0,6589.0,6589.0
518,6588.5,6588.5,6588.5,6588.5
519,6588.5,6588.5,6588.5,6588.5
520,6588.5,6588.5,6588.5,6588.5
521,6588.5,6588.5,6588.5,6588.5
522,6589.0,6589.0,6589.0,6589.0
523,6588.5,6588.5,6588.5,6588.5
524,6589.0,6589.0,6589.0,6589.0
525,6588.5,6588.5,6588.5,6588.5
526,6589.0,6589.0,6589.0,6589.0
527,6588.5,6588.5,6588.5,6588.5
528,6589.0,6589.0,6589.0,6589.0
529,6588.5,6588.5,6588.5,6588.5
530,6589.0,6589.0,6589.0,6589.0
531,6589.0,6589.0,6589.0,6589.0
532,6589.0,6589.0,6589.0,6589.0
533,6589.0,6589.0,6589.0,6589.0
534,6588.5,6588.5,6588.5,6588.5
535,6589.0,6589.0,6589.0,6589.0
536,6589.0,6589.0,6589.0,6589.0
537,6588.5,6588.5,6588.5,6588.5
538,6589.0,6589.0,6589.0,6589.0
539,6589.0,6589.0,6589.0,6589.0
540,6589.0,6589.0,6589.0,6589.0
541,6589.0,6589.0,6589.0,6589.0
542,6589.0,6589.0,6589.0,6589.0
543,6589.0,6589.0,6589.0,6589.0
544,6588.5,6588.5,6588.5,6588.5
545,6589.0,6589.0,6589.0,6589.0
546,6589.0,6589.0,6589.0,6589.0
547,6589.0,6589.0,6589.0,6589.0
548,6589.0,6589.0,6589.0,6589.0
549,6589.0,6589.0,6589.0,6589.0
550,6589.0,6589.0,6589.0,6589.0
551,6589.0,6589.0,6589.0,6589.0
552,6589.0,6589.0,6589.0,6589.0
553,6589.0,6589.0,6589.0,6589.0
554,6589.0,6589.0,6589.0,6589.0
555,6589.5,6589.5,6589.5,6589.5
556,6589.0,6589.0,6589.0,6589.0
557,6589.5,6589.5,6589.5,6589.5
558,6590.0,6590.0,6590.0,6590.0
559,6590.0,6590.0,6590.0,6590.0
560,6589.5,6589.5,6589.5,6589.5
561,6590.0,6590.0,6590.0,6590.0
562,6594.0,6594.0,6594.0,6594.0
563,6594.0,6594.0,6594.0,6594.0
564,6594.0,6594.0,6594.0,6594.0
565,6594.0,6594.0,6594.0,6594.0
566,6594.0,6594.0,6594.0,6594.0
567,6594.0,6594.0,6594.0,6594.0
568,6593.5,6593.5,6593.5,6593.5
569,6594.0,6594.0,6594.0,6594.0
570,6594.0,6594.0,6594.0,6594.0
571,6593.5,6593.5,6593.5,6593.5
572,6593.5,6593.5,6593.5,6593.5
573,6594.0,6594.0,6594.0,6594.0
574,6594.0,6594.0,6594.0,6594.0
575,6593.5,6593.5,6593.5,6593.5
576,6594.0,6594.0,6594.0,6594.0
577,6593.5,6593.5,6593.5,6593.5
578,6593.5,6593.5,6593.5,6593.5
579,6593.5,6593.5,6593.5,6593.5
580,6593.5,6593.5,6593.5,6593.5
581,6594.0,6594.0,6594.0,6594.0
582,6593.5,6593.5,6593.5,6593.5
583,6593.5,6593.5,6593.5,6593.5
584,6593.5,6593.5,6593.5,6593.5
585,6593.5,6593.5,6593.5,6593.5
586,6593.5,6593.5,6593.5,6593.5
587,6593.5,6593.5,6593.5,6593.5
588,6593.5,6593.5,6593.5,6593.5
589,6594.0,6594.0,6594.0,6594.0
590,6593.5,6593.5,6593.5,6593.5
591,6593.0,6593.0,6593.0,6593.0
592,6593.0,6593.0,6593.0,6593.0
593,6591.0,6591.0,6591.0,6591.0
594,6591.0,6591.0,6591.0,6591.0
595,6591.0,6591.0,6591.0,6591.0
596,6591.0,6591.0,6591.0,6591.0
597,6591.0,6591.0,6591.0,6591.0
598,6591.0,6591.0,6591.0,6591.0
599,6591.0,6591.0,6591.0,6591.0
600,6591.0,6591.0,6591.0,6591.0
601,6590.5,6590.5,6590.5,6590.5
602,6590.5,6590.5,6590.5,6590.5
603,6590.5,6590.5,6590.5,6590.5
604,6590.5,6590.5,6590.5,6590.5
605,6590.5,6590.5,6590.5,6590.5
606,6589.5,6589.5,6589.5,6589.5
607,6590.0,6590.0,6590.0,6590.0
608,6589.5,6589.5,6589.5,6589.5
609,6589.5,6589.5,6589.5,6589.5
610,6589.5,6589.5,6589.5,6589.5
611,6589.5,6589.5,6589.5,6589.5
612,6589.5,6589.5,6589.5,6589.5
613,6589.5,6589.5,6589.5,6589.5
614,6589.5,6589.5,6589.5,6589.5
615,6589.5,6589.5,6589.5,6589.5
616,6589.5,6589.5,6589.5,6589.5
617,6589.5,6589.5,6589.5,6589.5
618,6589.5,6589.5,6589.5,6589.5
619,6589.5,6589.5,6589.5,6589.5
620,6589.5,6589.5,6589.5,6589.5
621,6589.5,6589.5,6589.5,6589.5
622,6589.5,6589.5,6589.5,6589.5
623,6589.0,6589.0,6589.0,6589.0
624,6589.0,6589.0,6589.0,6589.0
625,6589.0,6589.0,6589.0,6589.0
626,6589.0,6589.0,6589.0,6589.0
627,6589.0,6589.0,6589.0,6589.0
628,6589.0,6589.0,6589.0,6589.0
629,6589.0,6589.0,6589.0,6589.0
630,6589.0,6589.0,6589.0,6589.0
631,6589.0,6589.0,6589.0,6589.0
632,6589.0,6589.0,6589.0,6589.0
633,6589.0,6589.0,6589.0,6589.0
634,6589.0,6589.0,6589.0,6589.0
